Employee_ID,Age,Gender,Department,Experience_Years,Monthly_Salary,Performance_Rating,Work_Life_Balance,Job_Satisfaction,Attrition_Status
E1496,31,Female,Data Science,15,125815,1,Poor,9,No
E1497,22,Female,DevOps,14,40834,1,Poor,4,Yes
E1498,22,Female,Support,4,195166,2,Poor,2,No
E1499,47,Male,Software,21,186006,1,Poor,4,Yes
E1500,26,Female,DevOps,24,117045,1,Poor,3,Yes
E1501,31,Male,Marketing,9,58325,3,Good,1,Yes
E1502,45,Female,Marketing,5,165029,1,Good,10,No
E1503,36,Female,Software,10,80438,4,Good,2,Yes
E1504,48,Male,Testing,22,41769,3,Average,4,Yes
E1505,26,Female,HR,0,57893,5,Poor,7,No
E1506,56,Male,DevOps,6,92677,2,Poor,10,No
E1507,60,Female,Data Science,12,126788,1,Good,9,Yes
E1508,35,Male,Software,13,198746,2,Average,1,No
E1509,33,Male,DevOps,2,36129,5,Poor,1,No
E1510,27,Female,DevOps,13,194872,5,Average,6,No
E1511,31,Female,Sales,12,88901,5,Poor,10,No
E1512,31,Female,DevOps,4,119290,3,Good,7,No
E1513,33,Female,Testing,10,40713,4,Average,1,No
E1514,21,Male,Support,16,114245,3,Poor,5,No
E1515,48,Female,DevOps,20,112337,1,Good,10,No
E1516,33,Male,HR,6,53255,2,Good,5,No
E1517,36,Female,Sales,17,186767,2,Average,1,No
E1518,21,Female,Software,5,193814,3,Poor,2,Yes
E1519,31,Male,Testing,24,89336,2,Poor,10,Yes
E1520,23,Male,HR,0,170232,4,Good,2,No
E1521,35,Male,Sales,6,133300,1,Poor,8,No
E1522,43,Male,Data Science,4,33227,1,Poor,1,Yes
E1523,59,Female,DevOps,23,31458,2,Average,10,Yes
E1524,30,Female,Data Science,0,173358,2,Good,6,No
E1525,31,Male,Sales,17,59257,5,Average,5,No
E1526,26,Male,HR,7,178551,4,Good,6,No
E1527,40,Male,Testing,17,56177,3,Good,4,No
E1528,58,Female,Support,16,144369,4,Good,6,No
E1529,31,Male,Data Science,15,189137,5,Average,1,No
E1530,38,Male,Data Science,5,150901,2,Poor,2,No
E1531,27,Male,DevOps,16,132160,4,Poor,6,No
E1532,45,Female,Software,15,90987,2,Good,1,Yes
E1533,41,Male,Software,17,188215,1,Poor,1,Yes
E1534,59,Male,Sales,23,108353,2,Average,4,No
E1535,59,Male,HR,8,142813,3,Poor,3,Yes
E1536,56,Male,HR,23,34505,1,Good,9,Yes
E1537,52,Female,Sales,5,62233,2,Average,5,Yes
E1538,45,Female,Support,17,112140,5,Poor,2,Yes
E1539,23,Male,Marketing,20,60626,1,Good,5,No
E1540,49,Male,Data Science,16,101001,4,Good,2,No
E1541,24,Female,Testing,1,109361,5,Average,4,No
E1542,29,Female,Testing,18,181966,4,Good,1,Yes
E1543,53,Male,Marketing,22,183650,1,Good,3,Yes
E1544,45,Male,Data Science,15,111925,2,Good,7,No
E1545,28,Male,DevOps,18,198442,1,Poor,6,Yes
E1546,36,Female,Support,19,91428,5,Poor,7,No
E1547,31,Female,HR,6,153160,2,Poor,9,No
E1548,55,Male,DevOps,5,94258,3,Good,6,No
E1549,58,Male,Marketing,5,40603,5,Average,7,No
E1550,42,Female,Marketing,7,184347,2,Good,4,Yes
E1551,42,Female,Marketing,15,167977,4,Average,5,No
E1552,51,Female,Software,2,74561,5,Poor,7,Yes
E1553,32,Male,HR,9,147603,5,Good,10,No
E1554,23,Male,DevOps,25,166417,1,Average,4,Yes
E1555,41,Male,Support,14,199294,4,Poor,6,No
E1556,39,Male,Sales,9,48577,4,Poor,2,Yes
E1557,40,Female,Marketing,3,192444,1,Poor,4,No
E1558,45,Female,HR,15,109705,3,Average,2,No
E1559,29,Male,Testing,13,91401,1,Good,2,Yes
E1560,38,Male,HR,25,168245,4,Poor,7,No
E1561,32,Male,HR,25,182911,4,Poor,9,No
E1562,51,Male,Data Science,25,161788,2,Average,5,No
E1563,31,Female,Marketing,8,110966,3,Average,3,No
E1564,58,Female,Support,4,71021,2,Average,2,Yes
E1565,28,Female,Testing,8,185770,2,Average,2,No
E1566,30,Female,HR,2,86872,4,Poor,1,Yes
E1567,54,Female,Support,7,82766,3,Good,1,No
E1568,60,Male,Support,11,49901,1,Average,6,No
E1569,39,Female,Software,1,111358,4,Poor,7,Yes
E1570,32,Male,Testing,22,165657,2,Good,9,No
E1571,31,Male,Data Science,25,151204,5,Poor,1,Yes
E1572,53,Male,Sales,24,199777,2,Average,6,No
E1573,59,Male,DevOps,23,150794,5,Poor,8,Yes
E1574,22,Male,Testing,5,180180,4,Poor,6,Yes
E1575,55,Female,Marketing,2,97236,4,Good,2,No
E1576,53,Male,HR,17,156870,1,Good,1,No
E1577,32,Female,Marketing,23,43462,1,Good,1,No
E1578,31,Female,Support,1,61745,4,Poor,1,Yes
E1579,47,Male,HR,17,150289,4,Good,6,No
E1580,60,Female,Data Science,1,56523,3,Average,4,No
E1581,57,Female,Software,20,68752,3,Average,4,No
E1582,35,Female,HR,24,196904,2,Poor,3,Yes
E1583,28,Male,Data Science,14,60743,5,Poor,8,No
E1584,25,Female,HR,25,73833,5,Poor,5,No
E1585,53,Female,Data Science,5,118784,4,Good,10,No
E1586,26,Male,Testing,24,186719,3,Poor,9,No
E1587,28,Female,Support,25,27414,4,Poor,9,Yes
E1588,34,Male,Marketing,0,78373,4,Good,6,No
E1589,33,Male,HR,21,159472,3,Good,7,No
E1590,23,Female,Software,17,169293,2,Poor,7,Yes
E1591,24,Male,Testing,11,155661,4,Average,5,No
E1592,45,Male,Marketing,4,72994,1,Good,1,No
E1593,42,Male,Support,8,129875,3,Poor,2,No
E1594,40,Female,DevOps,11,33060,3,Good,10,No
E1595,32,Female,Testing,19,194580,3,Poor,9,Yes
E1596,38,Male,Data Science,19,140981,5,Poor,4,Yes
E1597,34,Female,Data Science,19,132901,3,Poor,3,No
E1598,57,Male,DevOps,1,27773,4,Good,4,No
E1599,49,Male,DevOps,17,109458,2,Poor,5,No
E1600,54,Male,Testing,1,150216,3,Average,7,Yes
E1601,26,Female,DevOps,18,78814,2,Average,6,No
E1602,43,Female,HR,1,95606,2,Good,3,Yes
E1603,32,Female,Data Science,0,97114,4,Average,7,No
E1604,49,Female,Data Science,20,151207,5,Poor,4,No
E1605,49,Male,DevOps,22,146485,2,Good,1,No
E1606,47,Male,Support,12,83901,2,Good,8,Yes
E1607,34,Male,Data Science,18,130651,4,Poor,4,Yes
E1608,53,Male,Support,22,74959,3,Good,9,No
E1609,33,Female,Data Science,18,172805,1,Average,8,Yes
E1610,33,Male,Marketing,17,92377,2,Average,4,No
E1611,27,Male,DevOps,7,198590,3,Poor,8,Yes
E1612,30,Male,HR,11,55319,4,Average,8,No
E1613,48,Male,Software,2,125919,3,Poor,6,Yes
E1614,54,Female,DevOps,6,145009,2,Good,7,No
E1615,50,Male,Marketing,14,181401,5,Average,1,Yes
E1616,46,Male,HR,10,192709,1,Average,1,No
E1617,27,Male,Testing,25,197174,2,Average,5,Yes
E1618,52,Male,DevOps,22,179118,1,Average,10,No
E1619,51,Female,DevOps,5,185813,4,Good,8,No
E1620,57,Male,Testing,6,170793,2,Good,6,No
E1621,28,Female,Marketing,22,129668,4,Poor,1,Yes
E1622,40,Male,Support,5,175970,4,Good,3,No
E1623,35,Female,Software,20,111115,5,Poor,4,Yes
E1624,24,Male,Testing,16,92426,2,Good,9,No
E1625,56,Female,Software,25,133231,2,Average,5,No
E1626,43,Male,HR,7,71242,1,Good,9,Yes
E1627,50,Male,Support,4,109027,2,Poor,3,No
E1628,23,Male,Marketing,5,125876,2,Average,10,No
E1629,57,Female,HR,4,170363,3,Good,1,No
E1630,30,Female,Marketing,10,69018,5,Poor,1,No
E1631,35,Female,Marketing,18,40712,1,Poor,3,No
E1632,51,Female,DevOps,21,93593,4,Good,5,No
E1633,56,Female,Sales,11,121682,1,Good,7,No
E1634,38,Female,Sales,24,198308,2,Good,6,No
E1635,31,Male,DevOps,7,159248,2,Good,6,No
E1636,46,Female,Software,22,43678,1,Good,8,No
E1637,26,Male,Support,7,194649,4,Poor,8,No
E1638,56,Female,Software,20,61975,1,Average,10,No
E1639,52,Female,Marketing,16,107816,1,Good,1,Yes
E1640,26,Female,Marketing,3,195734,5,Good,6,No
E1641,45,Male,Testing,18,29064,1,Good,5,No
E1642,29,Male,Software,0,154631,2,Average,4,Yes
E1643,43,Female,Data Science,24,142782,5,Good,1,No
E1644,35,Female,Software,11,148466,4,Good,8,No
E1645,51,Male,DevOps,8,170807,5,Good,1,Yes
E1646,24,Female,HR,25,173513,3,Average,9,No
E1647,48,Male,Sales,17,168841,3,Average,3,No
E1648,45,Female,HR,16,174556,5,Good,3,No
E1649,28,Female,Software,19,166226,4,Good,9,No
E1650,32,Male,DevOps,18,186282,4,Good,7,No
E1651,56,Female,Testing,24,117704,3,Poor,1,No
E1652,37,Female,Support,9,122369,1,Good,5,No
E1653,53,Female,Data Science,24,107437,1,Average,9,No
E1654,45,Female,Marketing,17,120248,4,Poor,8,No
E1655,34,Female,Sales,12,191563,4,Good,1,No
E1656,55,Female,Sales,3,163456,3,Average,2,Yes
E1657,40,Male,Sales,18,169299,3,Good,7,No
E1658,47,Male,Support,2,49348,4,Average,5,No
E1659,22,Female,Support,20,86313,3,Poor,5,No
E1660,28,Female,Testing,12,171762,4,Good,10,No
E1661,47,Female,Sales,11,177345,4,Poor,1,Yes
E1662,60,Female,Testing,24,89857,4,Average,3,Yes
E1663,42,Male,Data Science,8,181003,1,Average,7,No
E1664,28,Male,Software,3,72130,2,Average,5,No
E1665,58,Female,DevOps,10,120681,1,Poor,4,No
E1666,22,Male,Data Science,25,97917,3,Poor,2,No
E1667,55,Female,Support,23,162224,2,Good,5,No
E1668,41,Female,Sales,24,47791,4,Good,3,No
E1669,50,Male,HR,16,118345,4,Poor,7,Yes
E1670,41,Male,Software,14,148137,2,Average,8,No
E1671,37,Female,Marketing,1,55688,4,Poor,6,No
E1672,57,Female,Marketing,9,75495,1,Average,1,No
E1673,36,Female,Marketing,20,173866,3,Average,3,No
E1674,55,Male,DevOps,4,137539,1,Average,6,No
E1675,26,Male,Testing,1,118361,2,Poor,6,No
E1676,53,Male,Data Science,6,113972,4,Average,4,Yes
E1677,49,Female,Support,4,99977,3,Good,10,No
E1678,50,Male,Marketing,2,135333,1,Good,9,No
E1679,52,Male,Testing,8,51422,3,Poor,9,No
E1680,42,Female,HR,8,142110,3,Poor,4,Yes
E1681,52,Female,Sales,17,120216,5,Average,2,No
E1682,57,Male,HR,17,93400,3,Average,1,Yes
E1683,31,Male,Software,10,88639,1,Poor,3,No
E1684,38,Female,Support,4,149500,5,Good,10,No
E1685,58,Female,Data Science,9,85232,5,Poor,1,Yes
E1686,25,Female,HR,12,61662,5,Poor,8,No
E1687,47,Male,Testing,7,128753,2,Poor,8,Yes
E1688,40,Male,HR,14,127458,1,Poor,1,Yes
E1689,25,Male,DevOps,1,142608,4,Average,6,No
E1690,54,Male,Sales,17,194868,4,Poor,5,Yes
E1691,44,Female,Marketing,0,184109,5,Average,8,No
E1692,59,Male,HR,7,107393,4,Good,3,No
E1693,22,Female,Sales,4,29095,5,Average,3,Yes
E1694,58,Male,Software,6,142984,2,Poor,8,Yes
E1695,28,Female,Data Science,6,39359,4,Poor,5,No
E1696,58,Male,Software,19,103156,4,Average,8,No
E1697,33,Female,HR,13,85219,4,Good,7,No
E1698,24,Female,Testing,21,28370,3,Average,6,No
E1699,25,Female,Marketing,2,66402,2,Poor,3,No
E1700,29,Female,HR,0,54277,1,Good,6,No
E1701,57,Female,HR,12,196307,5,Good,2,Yes
E1702,48,Male,Testing,9,93645,3,Good,4,Yes
E1703,41,Female,Support,16,60288,5,Poor,5,No
E1704,55,Male,Sales,8,183405,1,Poor,7,Yes
E1705,51,Female,Support,10,140301,3,Good,8,No
E1706,48,Male,Data Science,10,64513,1,Average,3,No
E1707,45,Male,HR,25,68282,2,Good,2,No
E1708,48,Male,Software,13,122844,4,Poor,4,Yes
E1709,49,Female,HR,9,32814,5,Good,5,Yes
E1710,31,Male,Sales,2,130468,1,Good,9,Yes
E1711,37,Female,DevOps,8,140213,2,Good,7,No
E1712,35,Male,Software,11,57344,1,Poor,7,Yes
E1713,53,Male,Support,19,150744,5,Average,4,No
E1714,40,Female,Data Science,14,96890,2,Good,5,Yes
E1715,59,Male,Software,14,42646,4,Good,7,No
E1716,21,Male,Software,17,37169,4,Poor,10,No
E1717,54,Female,DevOps,15,147082,4,Average,2,No
E1718,22,Male,Marketing,20,50191,5,Poor,7,No
E1719,38,Male,Data Science,10,139234,5,Average,2,Yes
E1720,37,Female,Testing,6,67736,1,Poor,8,No
E1721,32,Male,Testing,10,147436,4,Poor,2,No
E1722,44,Female,Data Science,15,67006,5,Average,5,No
E1723,59,Female,Data Science,1,68159,5,Poor,6,No
E1724,55,Female,DevOps,12,89655,3,Good,5,No
E1725,57,Male,Software,19,100012,5,Poor,5,No
E1726,49,Female,Data Science,8,147619,4,Average,7,No
E1727,21,Female,HR,0,172578,4,Good,4,No
E1728,50,Female,Testing,11,148638,1,Average,6,No
E1729,56,Female,DevOps,11,42764,1,Poor,7,No
E1730,24,Female,DevOps,21,95934,4,Average,9,No
E1731,55,Female,Data Science,10,98489,2,Poor,3,No
E1732,32,Female,Software,10,60704,3,Poor,3,Yes
E1733,27,Male,HR,2,64818,3,Poor,3,Yes
E1734,40,Female,HR,7,132318,1,Good,9,No
E1735,54,Male,DevOps,6,136839,3,Poor,1,No
E1736,36,Female,Support,20,120509,3,Poor,9,No
E1737,49,Male,DevOps,6,195853,5,Poor,7,No
E1738,40,Male,Sales,6,96070,3,Poor,7,No
E1739,58,Female,Support,24,139853,5,Average,3,No
E1740,55,Female,Testing,19,72792,2,Average,4,No
E1741,54,Male,Support,22,28965,4,Average,10,No
E1742,41,Male,Support,25,160827,4,Poor,4,Yes
E1743,28,Male,Support,8,81297,3,Average,7,No
E1744,32,Male,Marketing,19,79616,2,Poor,10,Yes
E1745,37,Male,Testing,6,101053,3,Good,8,No
E1746,48,Male,Support,16,178022,3,Poor,7,No
E1747,38,Male,Software,0,83034,2,Good,9,No
E1748,52,Male,HR,24,35948,5,Good,2,Yes
E1749,41,Male,Sales,19,59843,1,Poor,2,Yes
E1750,48,Male,Sales,23,199525,2,Poor,6,No
E1751,53,Male,Support,8,120351,2,Average,10,No
E1752,58,Male,Support,6,180936,5,Poor,3,Yes
E1753,57,Female,Testing,19,127936,2,Good,10,No
E1754,53,Female,Software,23,71365,1,Average,5,No
E1755,52,Male,Data Science,0,179557,3,Good,3,No
E1756,28,Male,DevOps,5,73449,3,Poor,8,No
E1757,42,Female,Data Science,4,105743,4,Average,6,No
E1758,46,Female,Support,1,84047,3,Poor,6,No
E1759,27,Male,Support,20,82689,2,Good,7,No
E1760,42,Male,Testing,1,54845,2,Poor,8,Yes
E1761,34,Male,HR,0,155649,1,Poor,8,No
E1762,29,Male,HR,19,187706,3,Poor,4,Yes
E1763,47,Male,Sales,11,96473,1,Poor,10,No
E1764,36,Female,Data Science,9,67381,5,Average,9,No
E1765,45,Female,Marketing,15,112238,3,Average,9,No
E1766,36,Male,Marketing,21,129541,4,Poor,5,No
E1767,53,Female,Testing,7,126025,2,Good,2,No
E1768,36,Male,Sales,24,183796,3,Poor,7,Yes
E1769,25,Male,Marketing,19,102113,1,Poor,4,Yes
E1770,26,Male,Sales,17,69904,3,Poor,7,No
E1771,22,Male,Software,24,68673,1,Average,4,No
E1772,26,Female,Software,24,127435,5,Good,4,Yes
E1773,21,Male,Support,0,78816,5,Average,4,Yes
E1774,59,Female,HR,3,89899,4,Good,7,No
E1775,22,Female,Sales,13,162979,3,Poor,3,No
E1776,54,Male,Software,3,120363,5,Good,1,No
E1777,24,Male,Software,25,131813,1,Good,4,Yes
E1778,25,Male,Support,18,190142,4,Average,7,No
E1779,58,Male,DevOps,4,62403,5,Good,8,No
E1780,22,Female,Software,7,52687,2,Poor,10,No
E1781,36,Male,DevOps,24,105616,4,Good,7,No
E1782,51,Female,Sales,5,146840,3,Poor,7,No
E1783,59,Female,Testing,24,42213,5,Good,4,No
E1784,49,Male,Sales,22,128803,3,Average,8,No
E1785,35,Male,Sales,17,126826,2,Average,7,No
E1786,53,Female,Sales,5,85496,2,Good,1,Yes
E1787,46,Female,Data Science,21,124520,5,Average,6,No
E1788,39,Male,DevOps,12,161564,4,Average,9,No
E1789,31,Female,DevOps,14,169117,4,Good,2,Yes
E1790,43,Male,Support,9,47980,4,Poor,7,Yes
E1791,57,Female,Data Science,10,88902,5,Average,9,No
E1792,46,Female,Marketing,5,166655,3,Poor,6,No
E1793,28,Male,DevOps,15,119909,4,Good,8,No
E1794,55,Male,DevOps,19,131517,1,Average,7,No
E1795,54,Male,Data Science,15,92790,2,Average,7,No
E1796,55,Female,Marketing,4,170229,4,Average,10,No
E1797,52,Female,Data Science,4,80990,3,Poor,7,No
E1798,44,Female,Support,13,185694,1,Good,3,No
E1799,40,Male,Marketing,16,55992,1,Good,6,No
E1800,58,Female,HR,25,57220,5,Poor,4,No
E1801,42,Female,Testing,22,29472,2,Good,4,Yes
E1802,32,Male,Testing,7,36223,1,Average,7,No
E1803,25,Female,Software,23,33585,2,Average,1,Yes
E1804,44,Male,Testing,17,157929,3,Good,10,No
E1805,22,Male,Sales,0,186014,3,Good,3,No
E1806,39,Male,Testing,12,41993,4,Good,3,No
E1807,59,Male,Software,23,196646,1,Average,8,No
E1808,21,Male,Data Science,10,61595,1,Good,2,No
E1809,41,Female,HR,21,194678,1,Good,1,Yes
E1810,42,Female,Testing,0,121958,1,Average,7,No
E1811,56,Female,Software,9,176978,1,Poor,2,No
E1812,30,Male,DevOps,19,39558,2,Average,7,Yes
E1813,40,Male,Support,14,162736,2,Good,4,Yes
E1814,41,Male,Testing,22,107036,4,Poor,9,No
E1815,49,Male,Support,0,67307,4,Average,7,No
E1816,50,Male,Software,25,149220,5,Good,2,No
E1817,48,Male,Sales,16,177017,3,Good,3,No
E1818,30,Female,Testing,6,137353,3,Poor,5,No
E1819,39,Female,Software,8,135742,2,Poor,2,No
E1820,38,Female,Marketing,0,61314,2,Poor,1,Yes
E1821,55,Male,Data Science,25,149289,5,Poor,5,No
E1822,47,Female,Data Science,1,58482,3,Average,10,No
E1823,57,Female,Software,19,102338,5,Good,4,Yes
E1824,43,Male,Testing,10,74698,2,Good,6,No
E1825,56,Male,Data Science,0,132313,2,Good,6,No
E1826,52,Female,Software,24,161966,4,Poor,8,No
E1827,53,Male,Software,6,153528,4,Poor,7,No
E1828,55,Female,Support,7,103635,1,Average,4,Yes
E1829,26,Male,Support,22,48702,5,Good,1,No
E1830,21,Female,Sales,17,63343,1,Good,4,No
E1831,21,Female,HR,18,177144,3,Average,9,No
E1832,29,Male,Software,1,172065,1,Average,3,Yes
E1833,45,Male,Support,21,71472,4,Good,7,No
E1834,25,Female,Support,0,84972,4,Average,5,No
E1835,21,Male,Testing,12,44889,4,Good,6,No
E1836,42,Male,Software,20,98676,3,Average,1,Yes
E1837,37,Male,Support,12,167616,5,Average,7,No
E1838,25,Female,Marketing,5,44395,5,Average,8,No
E1839,47,Male,Support,4,122307,5,Good,10,No
E1840,46,Female,Sales,18,76408,3,Average,5,No
E1841,28,Female,Data Science,9,182783,1,Average,8,No
E1842,36,Male,Support,25,92999,4,Average,10,No
E1843,50,Male,Software,25,30136,5,Good,6,No
E1844,24,Male,Support,16,159353,3,Average,3,No
E1845,39,Female,HR,22,88160,2,Poor,3,Yes
E1846,35,Male,Support,25,53702,4,Average,6,No
E1847,56,Male,Software,6,27282,3,Good,6,No
E1848,26,Male,Marketing,8,130670,5,Good,2,Yes
E1849,38,Male,Data Science,10,122267,1,Poor,4,No
E1850,32,Female,HR,3,188423,2,Good,4,No
E1851,52,Female,Testing,0,128080,1,Good,10,No
E1852,51,Male,Support,15,87411,2,Poor,4,Yes
E1853,22,Female,Software,23,174079,3,Good,8,No
E1854,38,Female,Software,3,183640,5,Poor,5,No
E1855,45,Female,Support,11,195971,1,Poor,9,Yes
E1856,43,Male,Marketing,24,173183,2,Poor,10,Yes
E1857,59,Female,Software,9,58562,3,Poor,5,No
E1858,22,Female,Marketing,13,177440,5,Poor,7,No
E1859,40,Male,HR,10,197299,2,Average,7,Yes
E1860,41,Female,Marketing,6,182497,1,Good,3,Yes
E1861,23,Female,Sales,11,91221,2,Good,9,No
E1862,37,Female,Sales,13,192528,1,Average,3,No
E1863,30,Male,Support,13,50667,5,Poor,8,No
E1864,39,Female,Data Science,7,180086,5,Poor,9,Yes
E1865,45,Male,DevOps,4,112031,4,Poor,5,No
E1866,36,Male,Sales,8,110406,3,Average,6,No
E1867,31,Male,Marketing,11,157386,1,Good,5,No
E1868,47,Female,Data Science,14,101053,5,Good,3,No
E1869,52,Female,Data Science,11,158899,4,Average,9,No
E1870,23,Male,Software,10,35431,5,Average,9,No
E1871,41,Male,Marketing,19,113916,3,Average,1,No
E1872,49,Male,Marketing,7,163770,4,Poor,2,No
E1873,26,Female,Data Science,20,178359,3,Good,10,No
E1874,31,Female,Marketing,11,155783,4,Poor,1,No
E1875,35,Female,HR,21,184680,2,Average,3,Yes
E1876,29,Female,Software,25,26471,5,Average,2,No
E1877,40,Male,Sales,17,75078,5,Good,5,No
E1878,57,Female,DevOps,14,150141,2,Good,2,No
E1879,60,Male,Marketing,22,86694,3,Poor,4,No
E1880,51,Male,Software,17,58156,4,Poor,10,No
E1881,59,Male,Support,23,168325,5,Good,7,No
E1882,48,Male,Sales,7,28000,3,Poor,10,No
E1883,37,Male,Testing,19,67133,3,Good,6,No
E1884,37,Female,Sales,11,155949,1,Poor,8,No
E1885,35,Male,DevOps,12,103991,1,Poor,6,No
E1886,53,Male,Testing,11,55568,3,Good,9,No
E1887,50,Male,Data Science,15,93627,3,Good,4,Yes
E1888,35,Male,Sales,20,51578,2,Poor,2,Yes
E1889,49,Female,Software,25,83069,2,Average,1,No
E1890,37,Female,Sales,15,141835,3,Average,7,No
E1891,35,Female,DevOps,8,43607,3,Poor,7,No
E1892,49,Female,Marketing,10,135550,4,Good,3,No
E1893,24,Female,Support,7,153200,3,Poor,5,No
E1894,29,Male,Testing,22,104909,3,Good,6,No
E1895,32,Female,DevOps,10,84708,2,Good,10,No
E1896,59,Female,Software,11,28895,2,Average,4,No
E1897,51,Female,Support,3,41035,3,Poor,10,Yes
E1898,39,Male,DevOps,11,68269,1,Average,9,No
E1899,47,Male,Testing,19,160501,5,Poor,3,No
E1900,30,Male,Software,6,43871,3,Poor,1,Yes
E1901,48,Male,Sales,6,54644,4,Poor,9,No
E1902,24,Female,DevOps,17,37495,5,Average,8,No
E1903,57,Female,Marketing,17,29587,4,Average,7,No
E1904,53,Male,Support,4,117076,1,Poor,4,Yes
E1905,24,Female,Support,15,33242,3,Poor,9,No
E1906,59,Male,Marketing,4,45373,2,Average,3,No
E1907,36,Male,Sales,4,98955,4,Good,5,No
E1908,25,Male,Data Science,4,188361,4,Good,1,No
E1909,46,Female,Data Science,19,167385,2,Poor,5,Yes
E1910,42,Female,Data Science,23,41092,3,Average,3,No
E1911,33,Female,HR,19,74645,2,Average,4,Yes
E1912,50,Female,HR,25,95561,3,Average,7,No
E1913,37,Male,Support,6,131393,2,Poor,8,Yes
E1914,28,Female,Sales,14,188955,4,Average,5,No
E1915,38,Female,Marketing,9,161787,3,Poor,10,Yes
E1916,58,Male,Testing,18,78507,3,Average,9,No
E1917,47,Female,Testing,4,52388,2,Poor,6,No
E1918,31,Male,Support,16,26233,5,Poor,10,No
E1919,33,Male,HR,10,185609,2,Average,9,No
E1920,27,Male,Testing,4,153215,4,Poor,5,No
E1921,37,Male,DevOps,8,27995,3,Average,1,No
E1922,38,Male,Testing,21,58473,5,Good,8,No
E1923,54,Female,HR,6,197740,3,Average,7,No
E1924,57,Female,Sales,12,54604,2,Good,7,No
E1925,40,Male,Sales,8,115528,1,Good,9,No
E1926,28,Female,HR,6,43843,5,Poor,5,No
E1927,59,Male,Software,5,112767,3,Poor,5,Yes
E1928,23,Female,Support,1,135551,1,Poor,5,No
E1929,35,Female,Sales,6,104873,2,Average,10,No
E1930,51,Female,Software,21,188251,1,Good,1,No
E1931,27,Male,Marketing,14,149292,2,Poor,1,No
E1932,53,Female,Support,5,128162,2,Poor,3,No
E1933,59,Female,HR,15,136051,2,Poor,5,Yes
E1934,40,Female,Software,13,103834,2,Average,2,Yes
E1935,26,Male,DevOps,23,194292,1,Good,4,No
E1936,31,Male,Data Science,17,106391,1,Poor,2,Yes
E1937,50,Female,Sales,19,86987,1,Poor,8,No
E1938,52,Female,Support,7,78409,2,Good,10,No
E1939,35,Male,Support,19,155683,3,Average,6,No
E1940,31,Male,Sales,10,109446,1,Poor,7,No
E1941,21,Female,DevOps,17,179063,2,Poor,4,No
E1942,28,Female,Data Science,25,174410,2,Poor,8,No
E1943,58,Female,Marketing,1,108902,4,Poor,5,No
E1944,25,Female,Sales,25,142460,1,Good,2,No
E1945,51,Female,DevOps,11,119607,2,Good,7,No
E1946,50,Female,HR,12,91135,2,Poor,8,No
E1947,37,Female,Support,14,159006,3,Good,8,No
E1948,22,Female,Data Science,10,154978,3,Poor,7,No
E1949,49,Male,DevOps,5,46869,5,Poor,6,No
E1950,28,Female,DevOps,0,95344,4,Poor,1,Yes
E1951,59,Male,DevOps,4,195955,4,Good,9,No
E1952,38,Female,DevOps,20,94212,3,Poor,2,No
E1953,50,Female,Testing,25,117248,3,Average,10,No
E1954,60,Male,DevOps,8,140977,4,Poor,9,Yes
E1955,33,Male,Support,19,62406,3,Poor,9,No
E1956,44,Male,Marketing,18,131711,2,Average,4,No
E1957,59,Male,HR,5,191108,2,Average,9,No
E1958,46,Female,Marketing,16,104190,2,Good,3,No
E1959,31,Male,DevOps,8,78455,4,Good,5,No
E1960,49,Male,Software,22,118270,2,Average,6,No
E1961,58,Female,DevOps,10,110525,2,Average,10,No
E1962,50,Male,Marketing,12,32419,1,Good,2,Yes
E1963,25,Male,Sales,12,85297,5,Average,8,No
E1964,21,Female,DevOps,7,62103,2,Good,7,No
E1965,26,Male,Data Science,19,195136,3,Poor,5,No
E1966,27,Female,Data Science,11,61844,1,Average,10,No
E1967,25,Male,Sales,3,73843,5,Good,8,No
E1968,43,Female,Marketing,2,169357,2,Good,1,No
E1969,51,Male,Data Science,25,50677,5,Average,6,No
E1970,59,Male,Support,7,73335,4,Good,9,No
E1971,55,Male,Data Science,3,139150,2,Average,6,No
E1972,23,Male,Marketing,24,135188,1,Good,5,No
E1973,58,Female,Data Science,21,157275,1,Good,6,No
E1974,34,Female,Marketing,14,105502,4,Poor,3,No
E1975,33,Female,Marketing,14,190394,2,Good,9,No
E1976,22,Female,Sales,1,159864,1,Poor,1,Yes
E1977,60,Male,HR,0,109880,1,Average,2,No
E1978,34,Female,DevOps,0,81288,4,Average,8,No
E1979,53,Male,Testing,0,122404,3,Average,9,No
E1980,35,Male,Support,2,80947,3,Average,3,Yes
E1981,33,Female,Data Science,13,132588,4,Average,4,No
E1982,28,Female,HR,4,46426,4,Good,10,No
E1983,21,Female,HR,2,155675,5,Average,4,Yes
E1984,58,Male,DevOps,16,196015,5,Average,5,No
E1985,45,Male,Support,10,182505,3,Good,7,No
E1986,46,Female,DevOps,24,164716,4,Good,2,No
E1987,35,Male,Data Science,13,36930,4,Poor,4,Yes
E1988,21,Female,Marketing,17,30560,4,Poor,6,Yes
E1989,48,Male,Support,19,44809,3,Good,2,No
E1990,56,Female,HR,0,74898,3,Average,3,No
E1991,21,Female,Testing,24,46926,2,Poor,2,Yes
E1992,22,Male,Testing,5,187674,5,Average,1,No
E1993,47,Male,DevOps,9,111789,1,Average,10,Yes
E1994,49,Male,DevOps,18,76027,4,Average,7,No
