customer_id,bill_date,signup_date,tenure_months,contract_type,service_type,region,city,customer_age,gender,monthly_charges,data_usage_gb,support_calls,satisfaction_score,payment_method,churn,churn_bool,bill_month,tenure_band,age_group
CUST100043,2025-11-16,,20.0,Month-to-month,Mobile,East,Kolkata,18.0,Female,396.33,53.9,1.0,5.0,Credit Card,No,False,2025-11,19-24m,18-25
CUST101234,2025-08-29,,16.0,Month-to-month,Bundled,South,Hyderabad,45.0,Female,1210.79,27.8,1.0,5.0,UPI,No,False,2025-08,13-18m,36-45
CUST100341,2025-11-17,2025-03-22,8.0,One year,Mobile,North,Jaipur,29.0,Female,414.07,44.8,0.0,5.0,UPI,No,False,2025-11,7-12m,26-35
CUST100322,2025-11-20,2025-01-24,10.0,One year,Mobile,West,Mumbai,36.0,Female,452.4,54.1,1.0,3.0,UPI,No,False,2025-11,7-12m,36-45
CUST102855,2025-12-04,2024-10-10,14.0,Month-to-month,Broadband,North,Jaipur,41.0,Male,879.19,77.5,2.0,5.0,Credit Card,No,False,2025-12,13-18m,36-45
CUST101171,2025-10-17,2025-08-18,2.0,Month-to-month,Bundled,South,Chennai,55.0,Female,1154.76,25.6,0.0,4.0,UPI,No,False,2025-10,0-3m,46-55
CUST102605,2025-12-17,2025-11-17,1.0,Month-to-month,Mobile,West,Pune,37.0,Male,419.13,46.9,0.0,5.0,Cash,No,False,2025-12,0-3m,36-45
CUST101525,2025-11-27,2024-07-05,16.0,Two year,Bundled,North,Delhi,46.0,Female,1081.86,16.7,0.0,5.0,UPI,No,False,2025-11,13-18m,46-55
CUST100795,2025-09-09,2025-06-11,3.0,Month-to-month,Mobile,West,Surat,37.0,Female,264.55,30.9,1.0,4.0,UPI,No,False,2025-09,0-3m,36-45
CUST100121,2025-11-09,2025-10-10,1.0,Two year,Broadband,South,Kochi,29.0,Male,702.62,123.8,0.0,5.0,Net Banking,No,False,2025-11,0-3m,26-35
CUST102414,2025-11-23,2024-09-29,14.0,One year,Mobile,North,Jaipur,31.0,Male,398.01,40.8,1.0,4.0,UPI,No,False,2025-11,13-18m,26-35
CUST100864,2025-08-12,,14.0,Month-to-month,Broadband,South,Hyderabad,36.0,Male,740.34,241.5,2.0,3.0,Credit Card,No,False,2025-08,13-18m,36-45
CUST101026,2025-12-07,,23.0,Two year,Mobile,West,Mumbai,62.0,Female,402.62,13.6,0.0,5.0,UPI,No,False,2025-12,19-24m,56-65
CUST101970,2025-11-01,2025-02-04,9.0,Month-to-month,Mobile,North,Chandigarh,53.0,Male,459.84,27.2,0.0,5.0,Net Banking,No,False,2025-11,7-12m,46-55
CUST100503,2025-10-13,2025-05-16,5.0,Two year,Bundled,North,Lucknow,43.0,Female,1207.96,27.9,0.0,5.0,Credit Card,No,False,2025-10,4-6m,36-45
CUST102839,2025-08-25,2025-02-26,6.0,Two year,Broadband,South,Kochi,26.0,Female,831.37,190.1,1.0,3.0,Credit Card,No,False,2025-08,4-6m,26-35
CUST102180,2025-08-23,2025-03-26,5.0,One year,Mobile,South,Bengaluru,38.0,Male,402.8,15.8,2.0,3.0,UPI,No,False,2025-08,4-6m,36-45
CUST101824,2025-09-30,2024-11-04,10.0,Two year,Broadband,East,Guwahati,55.0,Female,798.91,156.2,0.0,5.0,Credit Card,No,False,2025-09,7-12m,46-55
CUST102371,2025-12-09,2024-09-15,15.0,Month-to-month,Broadband,East,Guwahati,18.0,Female,729.3,71.7,0.0,4.0,UPI,Yes,True,2025-12,13-18m,18-25
CUST101687,2025-09-21,2025-05-24,4.0,Two year,Mobile,North,Delhi,35.0,Male,484.68,21.9,0.0,5.0,Net Banking,No,False,2025-09,4-6m,26-35
CUST101709,2025-10-19,2024-11-23,11.0,One year,Broadband,East,Patna,50.0,Female,761.66,197.1,1.0,5.0,Cash,No,False,2025-10,7-12m,46-55
CUST100651,2025-08-31,2024-10-05,10.0,Two year,Broadband,East,Patna,42.0,Female,846.69,139.0,2.0,5.0,Net Banking,No,False,2025-08,7-12m,36-45
CUST102636,2025-10-22,2025-03-26,7.0,Two year,Mobile,East,Kolkata,40.0,Female,489.06,43.2,0.0,5.0,UPI,No,False,2025-10,7-12m,36-45
CUST102633,2025-07-14,2024-12-16,7.0,Month-to-month,Bundled,North,Jaipur,34.0,Female,1136.23,15.2,0.0,5.0,Net Banking,No,False,2025-07,7-12m,26-35
CUST102188,2025-12-20,2024-11-25,13.0,One year,Mobile,West,Ahmedabad,26.0,Male,439.74,87.5,1.0,5.0,UPI,No,False,2025-12,13-18m,26-35
CUST101869,2025-11-15,2025-06-18,5.0,Month-to-month,Mobile,West,Mumbai,31.0,Male,363.08,24.6,0.0,5.0,UPI,No,False,2025-11,4-6m,26-35
CUST101455,2025-11-20,2025-07-23,4.0,One year,Broadband,West,Surat,38.0,Male,869.62,112.2,1.0,4.0,Cash,No,False,2025-11,4-6m,36-45
CUST102713,2025-08-12,2024-09-16,11.0,One year,Bundled,South,Hyderabad,55.0,Female,1148.77,50.6,0.0,5.0,Credit Card,No,False,2025-08,7-12m,46-55
CUST100719,2025-12-12,,18.0,Month-to-month,Mobile,West,Surat,35.0,Female,314.61,18.3,0.0,5.0,Cash,No,False,2025-12,13-18m,26-35
CUST100423,2025-12-27,2025-10-28,2.0,Month-to-month,Mobile,North,Jaipur,36.0,Male,286.99,20.2,4.0,1.0,Net Banking,Yes,True,2025-12,0-3m,36-45
CUST101921,2025-12-05,2025-02-08,10.0,Month-to-month,Broadband,South,Kochi,38.0,Male,715.33,121.7,1.0,4.0,UPI,Yes,True,2025-12,7-12m,36-45
CUST100119,2025-11-15,2024-07-23,16.0,Month-to-month,Mobile,East,Kolkata,39.0,Male,283.99,15.2,0.0,4.0,UPI,No,False,2025-11,13-18m,36-45
CUST101163,2025-08-25,,19.0,Month-to-month,Broadband,North,Delhi,47.0,Male,794.67,207.4,0.0,4.0,UPI,No,False,2025-08,19-24m,46-55
CUST100095,2025-10-04,2025-02-06,8.0,Month-to-month,Bundled,West,Ahmedabad,36.0,Male,1216.21,8.7,0.0,5.0,Net Banking,No,False,2025-10,7-12m,36-45
CUST100384,2025-07-27,2025-04-28,3.0,Month-to-month,Mobile,West,Mumbai,39.0,Female,430.36,27.0,0.0,5.0,UPI,No,False,2025-07,0-3m,36-45
CUST102613,2025-12-03,2025-11-03,11.0,One year,Broadband,West,Surat,38.0,Male,853.52,80.8,0.0,5.0,UPI,No,False,2025-12,7-12m,36-45
CUST101264,2025-12-15,2024-08-22,16.0,One year,Broadband,North,Delhi,42.0,Male,872.1,130.1,1.0,5.0,Credit Card,No,False,2025-12,13-18m,36-45
CUST102215,2025-08-18,2025-02-19,6.0,Month-to-month,Broadband,West,Mumbai,25.0,Female,804.26,157.4,1.0,4.0,Net Banking,No,False,2025-08,4-6m,18-25
CUST102560,2025-09-08,2024-07-15,14.0,One year,Bundled,North,Chandigarh,35.0,Female,1185.45,17.5,1.0,3.0,UPI,No,False,2025-09,13-18m,26-35
CUST100502,2025-10-10,2025-02-12,8.0,Month-to-month,Bundled,North,Delhi,18.0,Female,1169.12,69.3,2.0,5.0,UPI,No,False,2025-10,7-12m,18-25
CUST101466,2025-10-26,2024-09-01,13.0,Two year,Broadband,West,Ahmedabad,62.0,Male,813.14,199.8,0.0,5.0,Credit Card,No,False,2025-10,13-18m,56-65
CUST100512,2025-11-29,2025-08-31,3.0,Month-to-month,Mobile,East,Kolkata,59.0,Female,412.68,12.5,0.0,5.0,Net Banking,No,False,2025-11,0-3m,56-65
CUST101011,2025-10-05,2024-10-10,12.0,Month-to-month,Broadband,North,Jaipur,55.0,Female,733.04,59.8,0.0,5.0,Net Banking,No,False,2025-10,7-12m,46-55
CUST101012,2025-08-11,,15.0,Two year,Mobile,West,Ahmedabad,37.0,Female,413.92,21.5,0.0,5.0,Credit Card,No,False,2025-08,13-18m,36-45
CUST101976,2025-12-29,2025-10-30,2.0,Month-to-month,Mobile,South,Chennai,47.0,Male,373.71,29.4,0.0,3.0,UPI,Yes,True,2025-12,0-3m,46-55
CUST102102,2025-10-04,2025-08-05,11.0,Month-to-month,Mobile,South,Kochi,25.0,Male,397.84,19.8,2.0,3.0,UPI,No,False,2025-10,7-12m,18-25
CUST102608,2025-09-09,2025-05-12,4.0,Month-to-month,Broadband,West,Mumbai,31.0,Male,707.84,152.4,0.0,5.0,UPI,No,False,2025-09,4-6m,26-35
CUST100334,2025-09-24,2025-03-28,6.0,Month-to-month,Broadband,West,Ahmedabad,18.0,Female,771.0,125.3,0.0,2.0,Credit Card,No,False,2025-09,4-6m,18-25
CUST100935,2025-09-30,2024-08-06,13.0,One year,Broadband,South,Kochi,43.0,Male,784.19,71.7,2.0,5.0,UPI,No,False,2025-09,13-18m,36-45
CUST102467,2025-09-25,,15.0,One year,Bundled,West,Pune,20.0,Male,1176.88,53.8,0.0,5.0,Credit Card,No,False,2025-09,13-18m,18-25
CUST101369,2025-11-23,2024-09-29,14.0,Two year,Mobile,East,Guwahati,18.0,Female,421.87,72.8,0.0,5.0,Cash,No,False,2025-11,13-18m,18-25
CUST102357,2025-06-30,2025-01-01,11.0,Month-to-month,Mobile,East,Kolkata,49.0,Male,446.02,28.1,0.0,5.0,UPI,No,False,2025-06,7-12m,46-55
CUST100750,2025-11-08,,20.0,Two year,Mobile,West,Pune,38.0,Male,294.79,23.6,0.0,5.0,Net Banking,No,False,2025-11,19-24m,36-45
CUST102433,2025-11-29,2025-02-02,9.0,Two year,Mobile,South,Kochi,72.0,Female,366.77,28.7,0.0,4.0,Net Banking,No,False,2025-11,7-12m,66+
CUST102931,2025-11-14,2024-12-19,11.0,Two year,Mobile,South,Bengaluru,24.0,Male,442.46,26.7,0.0,5.0,Credit Card,No,False,2025-11,7-12m,18-25
CUST101930,2025-10-05,2024-11-09,11.0,Month-to-month,Mobile,West,Surat,32.0,Female,322.69,42.2,1.0,5.0,Credit Card,No,False,2025-10,7-12m,26-35
CUST102250,2025-10-24,,16.0,Month-to-month,Broadband,South,Bengaluru,41.0,Male,885.94,173.6,1.0,4.0,Cash,No,False,2025-10,13-18m,36-45
CUST100747,2025-09-07,2025-01-10,8.0,Month-to-month,Bundled,North,Jaipur,32.0,Male,1262.48,23.1,0.0,5.0,Net Banking,No,False,2025-09,7-12m,26-35
CUST102005,2025-10-05,2024-10-10,12.0,Two year,Mobile,East,Guwahati,34.0,Male,356.86,37.6,0.0,5.0,UPI,No,False,2025-10,7-12m,26-35
CUST101533,2025-11-20,,18.0,One year,Mobile,West,Ahmedabad,41.0,Female,374.0,23.4,0.0,5.0,Cash,No,False,2025-11,13-18m,36-45
CUST100997,2025-11-26,,21.0,Two year,Mobile,East,Kolkata,53.0,Male,388.39,47.9,0.0,5.0,UPI,No,False,2025-11,19-24m,46-55
CUST100643,2025-10-24,2025-05-27,5.0,Month-to-month,Mobile,South,Kochi,56.0,Female,365.43,53.9,1.0,5.0,Credit Card,No,False,2025-10,4-6m,56-65
CUST102080,2025-12-18,2025-08-20,4.0,Two year,Broadband,East,Kolkata,45.0,Male,778.77,100.4,1.0,4.0,Credit Card,No,False,2025-12,4-6m,36-45
CUST101384,2025-12-09,2025-10-10,2.0,Two year,Broadband,West,Surat,52.0,Male,810.23,103.7,0.0,5.0,Net Banking,No,False,2025-12,0-3m,46-55
CUST100015,2025-10-10,2024-07-17,15.0,Month-to-month,Bundled,South,Hyderabad,38.0,Female,1158.3,42.4,1.0,5.0,UPI,No,False,2025-10,13-18m,36-45
CUST102514,2025-12-02,2025-06-05,6.0,Month-to-month,Mobile,North,Delhi,40.0,Male,338.47,23.9,1.0,5.0,Net Banking,No,False,2025-12,4-6m,36-45
CUST101209,2025-10-02,,11.0,Month-to-month,Bundled,South,Bengaluru,23.0,Male,1166.64,33.2,0.0,5.0,UPI,No,False,2025-10,7-12m,18-25
CUST102418,2025-12-02,2025-02-05,10.0,One year,Mobile,East,Kolkata,59.0,Female,397.84,25.6,1.0,5.0,Cash,No,False,2025-12,7-12m,56-65
CUST101364,2025-08-24,,14.0,Month-to-month,Mobile,North,Chandigarh,29.0,Male,397.84,47.2,4.0,2.0,Credit Card,No,False,2025-08,13-18m,26-35
CUST102735,2025-07-08,2025-02-08,5.0,One year,Broadband,South,Kochi,45.0,Male,722.99,117.8,0.0,5.0,Net Banking,No,False,2025-07,4-6m,36-45
CUST100411,2025-07-25,,14.0,Two year,Mobile,West,Surat,34.0,Male,324.39,32.8,1.0,4.0,Credit Card,No,False,2025-07,13-18m,26-35
CUST101564,2025-09-03,2025-06-05,3.0,Month-to-month,Bundled,West,Ahmedabad,28.0,Female,1266.79,15.4,0.0,4.0,Cash,No,False,2025-09,0-3m,26-35
CUST100521,2025-12-23,2024-12-28,12.0,Month-to-month,Mobile,South,Bengaluru,54.0,Female,389.47,50.4,1.0,2.0,Net Banking,Yes,True,2025-12,7-12m,46-55
CUST100200,2025-11-02,2025-04-06,7.0,One year,Bundled,North,Delhi,42.0,Female,1235.04,17.6,0.0,5.0,Net Banking,No,False,2025-11,7-12m,36-45
CUST101399,2025-11-22,2024-10-28,13.0,Month-to-month,Mobile,South,Hyderabad,57.0,Male,397.84,6.4,1.0,4.0,Cash,No,False,2025-11,13-18m,56-65
CUST102132,2025-09-07,2025-06-09,3.0,Month-to-month,Bundled,East,Patna,33.0,Male,1133.36,12.7,1.0,4.0,Credit Card,No,False,2025-09,0-3m,26-35
CUST102199,2025-11-27,,17.0,Month-to-month,Mobile,East,Bhubaneswar,30.0,Female,382.15,45.3,0.0,5.0,Credit Card,No,False,2025-11,13-18m,26-35
CUST101444,2025-09-19,2024-12-23,9.0,One year,Broadband,South,Chennai,44.0,Male,976.94,113.9,1.0,5.0,Net Banking,No,False,2025-09,7-12m,36-45
CUST101776,2025-08-28,2024-07-04,13.0,One year,Broadband,West,Pune,26.0,Male,753.03,151.0,1.0,4.0,UPI,No,False,2025-08,13-18m,26-35
CUST101507,2025-07-05,2024-12-07,7.0,Two year,Mobile,West,Ahmedabad,18.0,Female,348.67,44.5,0.0,5.0,Net Banking,No,False,2025-07,7-12m,18-25
CUST101699,2025-10-23,,21.0,One year,Bundled,East,Kolkata,38.0,Male,1212.15,20.3,0.0,4.0,UPI,No,False,2025-10,19-24m,36-45
CUST101547,2025-11-24,2025-08-26,3.0,One year,Bundled,North,Delhi,58.0,Female,1168.46,23.2,0.0,5.0,UPI,No,False,2025-11,0-3m,56-65
CUST101145,2025-10-26,,16.0,Month-to-month,Bundled,North,Lucknow,41.0,Female,1199.19,28.8,0.0,4.0,Cash,No,False,2025-10,13-18m,36-45
CUST100029,2025-11-21,2024-12-26,11.0,One year,Broadband,South,Hyderabad,34.0,Female,753.83,94.8,0.0,5.0,Net Banking,No,False,2025-11,7-12m,26-35
CUST102202,2025-12-03,2025-02-06,10.0,Month-to-month,Mobile,West,Surat,48.0,Male,306.71,15.8,1.0,5.0,UPI,No,False,2025-12,7-12m,46-55
CUST102550,2025-09-22,,16.0,Two year,Mobile,North,Lucknow,49.0,Female,510.24,22.1,1.0,5.0,UPI,No,False,2025-09,13-18m,46-55
CUST102660,2025-10-06,,19.0,Month-to-month,Broadband,West,Surat,18.0,Female,789.88,221.5,0.0,5.0,Cash,No,False,2025-10,19-24m,18-25
CUST100865,2025-09-30,2024-11-04,10.0,One year,Mobile,East,Kolkata,20.0,Male,464.84,36.3,0.0,5.0,Cash,No,False,2025-09,7-12m,18-25
CUST101436,2025-12-22,2025-04-26,8.0,One year,Mobile,East,Bhubaneswar,50.0,Male,422.97,18.9,1.0,4.0,Cash,No,False,2025-12,7-12m,46-55
CUST101657,2025-09-19,,19.0,Month-to-month,Bundled,West,Pune,41.0,Male,1164.54,23.3,0.0,4.0,Cash,No,False,2025-09,19-24m,36-45
CUST101593,2025-11-17,2025-05-21,6.0,Two year,Broadband,West,Mumbai,38.0,Male,771.61,203.4,0.0,5.0,UPI,No,False,2025-11,4-6m,36-45
CUST100197,2025-12-19,2025-08-21,4.0,Month-to-month,Bundled,South,Kochi,31.0,Female,1279.47,14.4,0.0,5.0,Credit Card,No,False,2025-12,4-6m,26-35
CUST100004,2025-07-16,,15.0,Month-to-month,Mobile,South,Bengaluru,43.0,Female,425.79,40.8,0.0,5.0,Net Banking,No,False,2025-07,13-18m,36-45
CUST102919,2025-12-18,2025-03-23,9.0,One year,Broadband,South,Chennai,41.0,Female,740.06,201.1,0.0,5.0,UPI,No,False,2025-12,7-12m,36-45
CUST102916,2025-10-14,2024-08-20,14.0,One year,Mobile,North,Lucknow,47.0,Male,318.56,47.3,0.0,4.0,Cash,No,False,2025-10,13-18m,46-55
CUST101902,2025-10-18,2025-07-20,3.0,Two year,Bundled,West,Pune,26.0,Male,1186.09,23.4,1.0,4.0,Cash,No,False,2025-10,0-3m,26-35
CUST102450,2025-09-29,2024-11-03,10.0,Month-to-month,Bundled,North,Chandigarh,44.0,Male,1200.52,14.4,1.0,5.0,Cash,No,False,2025-09,7-12m,36-45
CUST102251,2025-12-11,2025-08-13,4.0,Month-to-month,Bundled,East,Bhubaneswar,34.0,Female,1220.57,38.9,1.0,4.0,Cash,No,False,2025-12,4-6m,26-35
CUST100820,2025-10-05,2024-09-10,13.0,Two year,Mobile,South,Hyderabad,18.0,Male,320.35,74.7,0.0,5.0,Cash,No,False,2025-10,13-18m,18-25
CUST100834,2025-11-20,2025-02-23,9.0,One year,Bundled,West,Surat,37.0,Female,1210.64,46.6,0.0,5.0,UPI,No,False,2025-11,7-12m,36-45
CUST100766,2025-10-06,2024-07-13,15.0,Month-to-month,Bundled,North,Jaipur,57.0,Female,1093.77,66.1,1.0,5.0,Credit Card,No,False,2025-10,13-18m,56-65
CUST101831,2025-09-27,2024-11-01,10.0,Month-to-month,Bundled,North,Chandigarh,36.0,Female,1189.79,26.0,0.0,5.0,Credit Card,No,False,2025-09,7-12m,36-45
CUST101565,2025-12-20,,18.0,Month-to-month,Mobile,South,Bengaluru,18.0,Male,331.69,19.6,1.0,3.0,UPI,Yes,True,2025-12,13-18m,18-25
CUST101023,2025-12-14,2025-09-15,3.0,One year,Broadband,West,Mumbai,30.0,Female,835.32,295.2,1.0,4.0,UPI,No,False,2025-12,0-3m,26-35
CUST101255,2025-12-21,,19.0,Month-to-month,Mobile,North,Lucknow,18.0,Female,381.82,27.4,0.0,5.0,Credit Card,No,False,2025-12,19-24m,18-25
CUST100330,2025-12-23,2025-01-27,11.0,Month-to-month,Bundled,East,Patna,50.0,Female,1150.16,22.9,1.0,3.0,Net Banking,Yes,True,2025-12,7-12m,46-55
CUST101419,2025-12-17,2025-04-21,8.0,Month-to-month,Bundled,East,Bhubaneswar,41.0,Female,1170.1,38.7,0.0,5.0,Credit Card,No,False,2025-12,7-12m,36-45
CUST100201,2025-12-13,2024-08-20,16.0,Month-to-month,Broadband,South,Kochi,38.0,Female,821.97,140.1,0.0,5.0,Credit Card,Yes,True,2025-12,13-18m,36-45
CUST100232,2025-08-30,2024-08-05,12.0,Month-to-month,Mobile,East,Guwahati,35.0,Male,438.73,21.6,0.0,4.0,Credit Card,No,False,2025-08,7-12m,26-35
CUST101545,2025-09-02,2024-07-09,14.0,Month-to-month,Bundled,South,Chennai,39.0,Male,1171.22,21.6,0.0,5.0,Cash,No,False,2025-09,13-18m,36-45
CUST100899,2025-11-30,,21.0,Month-to-month,Broadband,South,Kochi,58.0,Male,818.15,146.2,0.0,5.0,Credit Card,No,False,2025-11,19-24m,56-65
CUST102947,2025-08-15,2024-08-20,12.0,One year,Broadband,West,Surat,46.0,Female,757.17,297.1,0.0,5.0,UPI,No,False,2025-08,7-12m,46-55
CUST100655,2025-11-08,2025-05-12,6.0,Two year,Mobile,North,Jaipur,46.0,Male,440.37,38.5,1.0,4.0,Cash,No,False,2025-11,4-6m,46-55
CUST100576,2025-08-29,2024-09-03,11.0,Two year,Mobile,South,Kochi,52.0,Male,482.35,24.3,0.0,5.0,Credit Card,No,False,2025-08,7-12m,46-55
CUST102617,2025-12-06,,22.0,Month-to-month,Mobile,South,Kochi,46.0,Female,364.66,20.1,0.0,3.0,Cash,Yes,True,2025-12,19-24m,46-55
CUST101685,2025-11-20,2025-02-23,9.0,Two year,Broadband,West,Ahmedabad,18.0,Male,784.56,71.0,0.0,5.0,UPI,No,False,2025-11,7-12m,18-25
CUST101099,2025-12-07,2025-07-10,5.0,One year,Mobile,South,Chennai,34.0,Male,268.28,51.8,0.0,1.0,Net Banking,Yes,True,2025-12,4-6m,26-35
CUST100415,2025-12-19,2025-11-19,1.0,Month-to-month,Bundled,West,Ahmedabad,38.0,Female,1151.34,16.6,0.0,3.0,UPI,Yes,True,2025-12,0-3m,36-45
CUST101498,2025-09-25,,16.0,One year,Broadband,North,Lucknow,34.0,Male,848.82,146.9,3.0,5.0,Cash,No,False,2025-09,13-18m,26-35
CUST101075,2025-12-06,2025-01-10,11.0,Month-to-month,Mobile,East,Guwahati,37.0,Male,319.0,29.3,0.0,4.0,Credit Card,No,False,2025-12,7-12m,36-45
CUST100636,2025-12-16,2025-11-16,1.0,Month-to-month,Broadband,North,Delhi,36.0,Female,793.36,190.6,1.0,5.0,UPI,No,False,2025-12,0-3m,36-45
CUST100185,2025-10-18,2025-05-21,5.0,One year,Bundled,South,Hyderabad,49.0,Male,1222.52,47.7,1.0,5.0,Cash,No,False,2025-10,4-6m,46-55
CUST100346,2025-10-23,2025-08-24,2.0,One year,Bundled,East,Patna,42.0,Female,1263.28,15.9,0.0,4.0,Cash,No,False,2025-10,0-3m,36-45
CUST102241,2025-10-17,,20.0,Month-to-month,Mobile,North,Chandigarh,51.0,Male,434.97,48.8,0.0,4.0,Cash,No,False,2025-10,19-24m,46-55
CUST101360,2025-08-25,,19.0,One year,Mobile,West,Mumbai,33.0,Female,393.06,15.0,1.0,4.0,Net Banking,No,False,2025-08,19-24m,26-35
CUST102031,2025-12-06,,20.0,Month-to-month,Broadband,East,Bhubaneswar,43.0,Male,746.41,241.3,0.0,5.0,Net Banking,No,False,2025-12,19-24m,36-45
CUST102448,2025-10-10,2024-09-15,13.0,One year,Broadband,West,Surat,37.0,Female,923.11,172.4,0.0,5.0,Credit Card,No,False,2025-10,13-18m,36-45
CUST101584,2025-11-13,2025-02-16,9.0,Two year,Broadband,East,Patna,41.0,Male,726.1,121.7,1.0,4.0,Cash,No,False,2025-11,7-12m,36-45
CUST102418,2025-11-02,2025-02-05,9.0,One year,Mobile,East,Kolkata,59.0,Female,397.84,20.1,0.0,4.0,Cash,No,False,2025-11,7-12m,56-65
CUST102207,2025-11-11,2025-08-13,3.0,Month-to-month,Mobile,East,Bhubaneswar,46.0,Female,306.51,55.3,0.0,4.0,Cash,No,False,2025-11,0-3m,46-55
CUST102625,2025-09-03,2025-06-05,3.0,Month-to-month,Bundled,West,Pune,26.0,Female,1152.24,41.9,0.0,5.0,Credit Card,No,False,2025-09,0-3m,26-35
CUST101338,2025-11-22,,22.0,Month-to-month,Mobile,West,Mumbai,33.0,Female,337.86,63.6,2.0,3.0,Credit Card,Yes,True,2025-11,19-24m,26-35
CUST100522,2025-11-17,,18.0,One year,Mobile,South,Chennai,31.0,Female,362.36,19.6,0.0,4.0,Credit Card,No,False,2025-11,13-18m,26-35
CUST101359,2025-11-21,2025-05-25,6.0,Two year,Bundled,West,Mumbai,43.0,Female,1203.71,48.4,0.0,5.0,Credit Card,No,False,2025-11,4-6m,36-45
CUST100723,2025-09-20,2024-07-27,14.0,Two year,Bundled,West,Mumbai,36.0,Female,1214.78,28.7,2.0,4.0,Credit Card,No,False,2025-09,13-18m,36-45
CUST100271,2025-11-26,2024-07-04,16.0,Month-to-month,Bundled,East,Bhubaneswar,35.0,Male,1152.61,46.8,0.0,5.0,UPI,No,False,2025-11,13-18m,26-35
CUST100047,2025-12-15,,20.0,Month-to-month,Mobile,West,Ahmedabad,52.0,Female,561.64,26.2,0.0,5.0,Net Banking,No,False,2025-12,19-24m,46-55
CUST102688,2025-10-28,,21.0,Month-to-month,Broadband,South,Kochi,24.0,Male,785.58,92.4,0.0,5.0,Net Banking,No,False,2025-10,19-24m,18-25
CUST100037,2025-10-15,2025-06-17,4.0,Two year,Bundled,East,Patna,35.0,Female,1134.68,36.9,0.0,5.0,Credit Card,No,False,2025-10,4-6m,26-35
CUST100149,2025-08-10,,18.0,Month-to-month,Bundled,North,Chandigarh,40.0,Male,1190.23,120.4,2.0,4.0,UPI,No,False,2025-08,13-18m,36-45
CUST101344,2025-12-19,,18.0,Month-to-month,Bundled,South,Kochi,61.0,Female,1097.44,34.6,1.0,4.0,Cash,No,False,2025-12,13-18m,56-65
CUST102168,2025-07-29,2025-03-31,4.0,Month-to-month,Broadband,East,Bhubaneswar,28.0,Male,725.46,109.0,1.0,4.0,Net Banking,No,False,2025-07,4-6m,26-35
CUST100216,2025-09-20,2025-03-24,6.0,One year,Mobile,North,Delhi,29.0,Male,367.87,37.0,2.0,4.0,Cash,No,False,2025-09,4-6m,26-35
CUST101002,2025-10-23,2025-09-23,1.0,Month-to-month,Mobile,West,Ahmedabad,34.0,Male,516.02,12.6,0.0,4.0,Net Banking,No,False,2025-10,0-3m,26-35
CUST100213,2025-11-03,,18.0,Month-to-month,Bundled,South,Kochi,26.0,Male,1295.81,32.6,2.0,4.0,Cash,No,False,2025-11,13-18m,26-35
CUST100174,2025-09-27,2025-03-31,6.0,Month-to-month,Mobile,South,Kochi,33.0,Female,274.07,30.4,1.0,5.0,UPI,No,False,2025-09,4-6m,26-35
CUST102337,2025-10-31,2025-10-01,1.0,One year,Broadband,North,Jaipur,37.0,Female,798.0,67.7,1.0,5.0,Cash,No,False,2025-10,0-3m,36-45
CUST101949,2025-09-22,,16.0,One year,Mobile,South,Chennai,22.0,Male,369.58,17.1,2.0,3.0,UPI,No,False,2025-09,13-18m,18-25
CUST102375,2025-11-03,2025-02-06,9.0,One year,Mobile,North,Delhi,42.0,Female,450.6,53.7,0.0,5.0,Cash,No,False,2025-11,7-12m,36-45
CUST100340,2025-11-11,2025-03-16,8.0,Month-to-month,Broadband,West,Ahmedabad,18.0,Female,822.24,113.7,1.0,4.0,Cash,No,False,2025-11,7-12m,18-25
CUST101031,2025-09-20,2024-08-26,11.0,Month-to-month,Bundled,North,Jaipur,29.0,Male,1089.71,22.4,2.0,5.0,Net Banking,No,False,2025-09,7-12m,26-35
CUST100817,2025-08-28,2024-12-31,8.0,One year,Bundled,North,Jaipur,52.0,Male,1233.35,83.3,0.0,5.0,Net Banking,No,False,2025-08,7-12m,46-55
CUST100547,2025-09-12,2025-01-15,8.0,One year,Mobile,North,Lucknow,37.0,Male,384.6,24.0,0.0,4.0,Credit Card,No,False,2025-09,7-12m,36-45
CUST100809,2025-12-23,2025-05-27,7.0,Month-to-month,Broadband,East,Guwahati,35.0,Male,852.03,185.3,1.0,3.0,UPI,Yes,True,2025-12,7-12m,26-35
CUST101052,2025-09-09,,15.0,One year,Mobile,South,Bengaluru,43.0,Female,475.61,37.4,2.0,4.0,Credit Card,No,False,2025-09,13-18m,36-45
CUST102710,2025-10-05,2025-03-09,7.0,Month-to-month,Mobile,North,Jaipur,68.0,Male,401.91,33.1,1.0,5.0,Net Banking,No,False,2025-10,7-12m,66+
CUST100354,2025-10-11,2024-07-18,15.0,Month-to-month,Broadband,West,Ahmedabad,44.0,Male,749.69,51.4,2.0,5.0,Cash,No,False,2025-10,13-18m,36-45
CUST102286,2025-11-30,2025-03-05,8.0,One year,Broadband,North,Chandigarh,56.0,Female,798.91,167.9,0.0,4.0,UPI,No,False,2025-11,7-12m,56-65
CUST101810,2025-09-09,2024-12-13,9.0,One year,Mobile,South,Chennai,37.0,Male,432.67,18.6,0.0,4.0,Credit Card,No,False,2025-09,7-12m,36-45
