customer_id,bill_date,signup_date,tenure_months,contract_type,service_type,region,city,customer_age,gender,monthly_charges,data_usage_gb,support_calls,satisfaction_score,payment_method,churn
CUST100869,2025-10-16,2024-08-22,14.0,Month-to-month,  mobile  ,North,Jaipur,27,Male,361.43,9.8,3.0,3.0,Cash,No
CUST100039,2025-12-08,17/02/2024,22.0,Month-to-month,Bundled,East,Bhubaneswar,42,Male,1305.28,27.9,3.0,3.0,UPI,Yes
CUST100588,2025-10-12,20/04/2024,18.0,Month-to-month,Mobile,North,Lucknow,39,Male,420.51,110.7,3.0,3.0,Net Banking,No
CUST101021,2025-09-02,2025-05-05,4.0,Month-to-month,  mobile  ,North,Lucknow,18,Female,354.3,32.4,0.0,,UPI,No
CUST102726,2025-12-15,24/02/2024,22.0,Month-to-month,Broadband,North,Lucknow,43,Female,673.01,282.1,3.0,3.0,Credit Card,Yes
CUST100879,2025-11-25,2025-09-26,2.0,Month-to-month,  bundled  ,East,Bhubaneswar,28,Female,,16.5,1.0,5.0,UPI,No
CUST102555,2025-09-22,01/01/2024,20.0,Month-to-month,Mobile,East,Bhubaneswar,42,Female,463.67,31.0,3.0,3.0,Cash,No
CUST101529,2025-09-01,09/04/2024,17.0,Two year,Broadband,West,Surat,18,Female,767.27,85.1,0.0,5.0,Net Banking,No
CUST102273,2025-11-30,2025-06-03,5.0,One year,Mobile,East,Patna,22,Male,448.21,25.2,1.0,2.0,Net Banking,Yes
CUST101325,2025-12-09,2025-06-12,6.0,Two year,Bundled,West,  Mumbai  ,53,Female,1155.11,30.5,1.0,5.0,Credit Card,No
CUST101199,2025-11-08,2025-03-13,8.0,Month-to-month,  mobile  ,West,Mumbai,44,Male,333.66,43.2,,4.0,Cash,No
CUST102975,2025-12-13,2024-09-19,15.0,Month-to-month,MOBILE,South,Kochi,39,Male,350.07,18.6,0.0,5.0,UPI,No
CUST100904,2025-10-26,2024-09-01,13.0,Month-to-month,Bundled,South,Kochi,24,Female,1211.4,44.1,1.0,5.0,Cash,No
CUST101594,2025-11-19,2024-10-25,13.0,One year,MOBILE,South,Hyderabad,52,Female,,63.9,0.0,5.0,UPI,No
CUST102505,2025-12-13,2025-02-16,10.0,Month-to-month,BROADBAND,East,Bhubaneswar,20,Female,779.69,66.0,0.0,5.0,UPI,No
CUST101612,2025-12-02,2025-03-07,9.0,Month-to-month,  bundled  ,West,Pune,43,Female,1231.78,57.5,2.0,3.0,Cash,Yes
CUST100047,2025-09-16,24/04/2024,17.0,Month-to-month,Mobile,West,Ahmedabad,52,Female,397.67,11.3,0.0,5.0,Net Banking,No
CUST100844,2025-12-01,2024-09-07,15.0,Two year,Mobile,South,Bengaluru,18,Female,450.48,33.4,0.0,5.0,UPI,No
CUST100969,2025-12-21,30/04/2024,20.0,One year,Broadband,North,Chandigarh,43,Male,724.76,293.2,1.0,5.0,Net Banking,No
CUST102847,2025-10-20,28/05/2024,17.0,Two year,Broadband,North,Jaipur,70,Female,774.55,128.2,1.0,4.0,UPI,No
CUST101684,2025-12-14,2025-01-18,11.0,Two year,Bundled,East,Guwahati,69,Female,1143.6,32.8,1.0,3.0,UPI,No
CUST101048,2025-11-26,2024-11-01,12.0,Month-to-month,Mobile,West,Ahmedabad,42,Female,414.03,26.5,2.0,3.0,Cash,Yes
CUST102807,2025-12-20,2025-04-24,8.0,Month-to-month,  broadband  ,West,  Mumbai  ,36,Female,815.78,134.0,2.0,3.0,UPI,Yes
CUST100486,2025-08-12,2025-05-14,3.0,Month-to-month,BROADBAND,South,  Kochi  ,38,Female,,229.3,0.0,5.0,Net Banking,No
CUST100559,2025-10-24,03/03/2024,19.0,One year,Bundled,West,Surat,43,Male,1166.65,29.3,1.0,5.0,UPI,No
CUST101645,2025-12-04,2024-08-11,16.0,Month-to-month,Broadband,North,Chandigarh,23,Male,743.45,137.1,2.0,3.0,UPI,Yes
CUST100826,2025-11-06,2024-09-12,14.0,Month-to-month,  bundled  ,East,Bhubaneswar,54,Female,1198.18,14.0,0.0,5.0,Cash,No
CUST101018,2025-09-08,2025-08-09,1.0,Month-to-month,Broadband,West,surat,28,Male,843.99,278.9,1.0,,Net Banking,No
CUST100949,2025-12-19,2025-10-20,2.0,One year,Mobile,West,Ahmedabad,50,Female,297.34,41.6,0.0,5.0,UPI,No
CUST102147,2025-12-02,2025-05-06,7.0,Month-to-month,Mobile,East,Guwahati,66,Male,432.96,27.7,1.0,3.0,Net Banking,No
CUST102029,2025-11-16,2025-07-19,4.0,Month-to-month,MOBILE,West,surat,50,Male,360.78,54.5,0.0,5.0,Net Banking,No
CUST101455,2025-12-20,2025-07-23,5.0,One year,Broadband,West,surat,38,Male,806.97,253.1,3.0,3.0,Cash,No
CUST102572,2025-12-05,2024-09-11,15.0,Month-to-month,Mobile,North,Delhi,33,Male,405.28,13.9,1.0,4.0,Net Banking,No
CUST101496,2025-10-22,2024-12-26,10.0,Two year,Bundled,West,Mumbai,34,Female,1143.76,30.4,0.0,4.0,Credit Card,No
CUST102204,2025-10-16,2024-11-20,11.0,Month-to-month,BUNDLED,East,Guwahati,19,Male,1204.88,17.6,1.0,5.0,Net Banking,No
CUST102630,2025-10-16,2024-09-21,13.0,Month-to-month,  mobile  ,East,Patna,37,Male,387.7,14.0,0.0,4.0,Net Banking,No
CUST102309,2025-11-13,2025-09-14,,One year,Bundled,West,Ahmedabad,41,Male,1143.57,36.4,1.0,5.0,Credit Card,No
CUST101151,2025-10-20,2024-12-24,10.0,Month-to-month,Mobile,West,Mumbai,65,Male,451.26,26.0,0.0,5.0,UPI,No
CUST101979,2025-11-30,2025-08-02,3.0,Month-to-month,Mobile,West,  Mumbai  ,36,Female,340.74,43.2,0.0,5.0,UPI,No
CUST100066,2025-10-30,08/02/2024,20.0,One year,Mobile,West,Pune,46,Female,507.53,57.0,0.0,5.0,UPI,No
CUST100361,2025-10-19,27/05/2024,17.0,Month-to-month,Mobile,South,Kochi,41,Female,512.07,71.6,1.0,5.0,Net Banking,No
CUST101725,2025-12-23,2024-09-29,15.0,Month-to-month,  bundled  ,North,Jaipur,18,Female,1078.44,39.8,1.0,4.0,UPI,No
CUST102443,2025-11-14,2025-01-18,10.0,Two year,BROADBAND,North,lucknow,18,Male,754.73,171.5,0.0,5.0,Cash,No
CUST101951,2025-12-07,2024-08-14,16.0,One year,Bundled,South,Hyderabad,46,Female,1237.65,27.6,1.0,4.0,Net Banking,No
CUST100646,2025-11-26,2024-09-02,14.0,Month-to-month,Mobile,East,Patna,49,Male,513.33,82.3,2.0,4.0,Credit Card,No
CUST102231,2025-07-31,2025-02-01,5.0,Month-to-month,Broadband,South,  Chennai  ,46,Female,851.98,78.7,1.0,5.0,UPI,No
CUST102553,2025-08-27,05/01/2024,19.0,Month-to-month,Broadband,East,Patna,33,Female,879.44,117.0,0.0,5.0,Credit Card,No
CUST102635,2025-08-19,2025-06-20,2.0,Month-to-month,Mobile,North,Chandigarh,47,Female,451.93,37.7,0.0,,UPI,No
CUST102126,2025-12-22,2025-08-24,4.0,Month-to-month,  bundled  ,South,Chennai,28,Female,1188.87,23.3,2.0,3.0,Net Banking,Yes
CUST101860,2025-11-15,25/01/2024,22.0,Month-to-month,  mobile  ,South,Chennai,26,Male,479.15,44.2,0.0,5.0,UPI,No
CUST100325,2025-09-03,2025-04-06,5.0,One year,  bundled  ,East,Kolkata,38,Female,1220.99,53.7,0.0,,Cash,No
CUST100295,2025-12-14,24/03/2024,21.0,Month-to-month,Broadband,East,Guwahati,64,Female,831.74,134.3,0.0,4.0,UPI,No
CUST102239,2025-09-04,11/06/2024,15.0,Month-to-month,Mobile,North,Chandigarh,35,Male,444.05,41.2,0.0,5.0,Credit Card,No
CUST101786,2025-11-30,2024-11-05,12.0,Month-to-month,Bundled,West,Pune,54,Female,1187.56,42.2,1.0,2.0,Net Banking,Yes
CUST102735,2025-12-05,2025-02-08,10.0,One year,  broadband  ,South,Kochi,45,Male,791.62,188.3,0.0,5.0,Net Banking,No
CUST100915,2025-12-17,2024-07-25,17.0,One year,BROADBAND,North,Chandigarh,43,Female,913.49,132.1,0.0,5.0,Cash,No
CUST102459,2025-11-16,25/04/2024,,Month-to-month,Broadband,North,Jaipur,40,Female,742.04,155.0,4.0,4.0,Net Banking,No
CUST102145,2025-10-21,29/02/2024,20.0,One year,Mobile,West,Mumbai,37,Female,506.81,6.6,0.0,5.0,Net Banking,No
CUST100175,2025-12-02,2025-08-04,4.0,Month-to-month,Mobile,South,  Bengaluru  ,51,Male,420.27,28.9,1.0,3.0,Credit Card,Yes
CUST100537,2025-12-04,14/01/2024,23.0,Month-to-month,BUNDLED,East,bhubaneswar,32,Male,1303.91,12.8,0.0,5.0,Net Banking,No
CUST100454,2025-11-26,2024-07-04,16.0,Month-to-month,Mobile,West,Surat,38,Male,362.08,75.4,0.0,5.0,Net Banking,No
CUST101647,2025-09-30,08/05/2024,,One year,Mobile,West,Ahmedabad,35,Male,382.57,14.5,0.0,4.0,Credit Card,No
CUST102143,2025-11-29,2025-05-03,6.0,Month-to-month,  broadband  ,West,ahmedabad,52,Female,798.26,319.8,0.0,4.0,UPI,No
CUST100090,2025-11-26,2025-10-27,1.0,Month-to-month,Bundled,East,Kolkata,32,Male,1174.81,38.4,0.0,5.0,Credit Card,No
CUST100840,2025-12-07,2024-10-13,14.0,Two year,Mobile,East,bhubaneswar,36,Male,470.51,40.8,0.0,4.0,UPI,No
CUST102239,2025-08-05,11/06/2024,14.0,Month-to-month,Mobile,North,Chandigarh,35,Male,424.97,44.8,0.0,4.0,Credit Card,No
CUST102545,2025-11-16,2024-12-21,11.0,Two year,  bundled  ,East,kolkata,40,Female,1244.5,26.6,0.0,4.0,Cash,No
CUST101705,2025-10-26,04/05/2024,17.0,Two year,Broadband,East,Bhubaneswar,32,Female,870.93,114.2,1.0,4.0,Net Banking,No
CUST101910,2025-12-12,2024-11-17,13.0,One year,Mobile,North,  Jaipur  ,46,Female,380.1,41.3,1.0,5.0,Credit Card,No
CUST101083,2025-10-07,15/05/2024,17.0,Two year,Broadband,North,Delhi,42,Male,754.73,143.2,0.0,4.0,Credit Card,No
CUST101200,2025-11-22,2025-04-26,7.0,Month-to-month,  bundled  ,South,kochi,54,Male,,26.8,0.0,5.0,Credit Card,No
CUST102903,2025-12-18,2024-09-24,15.0,,Mobile,South,Bengaluru,36,Male,380.73,30.4,1.0,4.0,Credit Card,Yes
CUST102521,2025-11-26,2024-11-01,12.0,Two year,Broadband,West,pune,41,Female,762.2,138.7,1.0,4.0,Cash,No
CUST101500,2025-11-28,2024-09-04,14.0,Two year,Bundled,West,Ahmedabad,38,Male,,8.7,2.0,4.0,UPI,No
CUST100397,2025-12-12,2025-09-13,3.0,Month-to-month,Mobile,East,patna,57,Female,494.16,44.4,,5.0,UPI,No
CUST102762,2025-08-31,2024-09-05,11.0,Month-to-month,Broadband,East,Bhubaneswar,60,Female,809.29,144.9,0.0,4.0,Credit Card,No
CUST100951,2025-10-17,2024-07-24,15.0,Month-to-month,BUNDLED,West,Surat,40,Male,1241.41,26.5,2.0,5.0,UPI,No
CUST102984,2025-08-25,02/05/2024,15.0,Month-to-month,MOBILE,East,guwahati,39,Female,403.91,41.2,0.0,5.0,UPI,No
CUST102895,2025-12-23,2025-11-23,1.0,Month-to-month,BROADBAND,South,Kochi,22,Male,738.99,200.8,1.0,3.0,UPI,No
CUST101563,2025-11-28,06/06/2024,17.0,Month-to-month,Bundled,South,Bengaluru,34,Male,1168.6,23.6,0.0,5.0,Credit Card,No
CUST102103,2025-11-17,2024-08-24,15.0,Month-to-month,Bundled,North,  Jaipur  ,35,Female,1160.72,69.9,0.0,5.0,Net Banking,No
CUST102859,2025-12-03,2024-11-08,13.0,Month-to-month,Broadband,South,Kochi,36,Female,745.39,137.9,1.0,3.0,Net Banking,No
CUST101248,2025-07-14,2024-08-18,-11.0,Month-to-month,BUNDLED,West,Mumbai,45,Female,1313.06,21.1,2.0,4.0,UPI,No
CUST102359,2025-12-04,2025-04-08,8.0,Month-to-month,Bundled,North,jaipur,32,Male,1169.4,20.9,1.0,5.0,UPI,No
CUST100970,2025-12-11,2025-10-12,2.0,One year,Bundled,North,Chandigarh,35,Male,1184.14,15.4,0.0,5.0,Net Banking,No
CUST100744,2025-09-26,2025-06-28,,Month-to-month,Bundled,South,Kochi,57,Male,1276.69,20.1,0.0,5.0,UPI,No
CUST101038,2025-11-15,2025-08-17,,Month-to-month,  bundled  ,East,Kolkata,34,Female,1095.56,32.9,,5.0,Cash,No
CUST100745,2025-11-10,2024-10-16,13.0,Month-to-month,BUNDLED,East,  Guwahati  ,35,Female,1155.34,19.1,1.0,4.0,Net Banking,No
CUST101552,2025-10-24,2024-08-30,14.0,Month-to-month,Mobile,West,Ahmedabad,21,Male,463.02,33.2,0.0,,Credit Card,No
CUST102427,2025-10-08,2025-08-09,2.0,One year,Mobile,West,ahmedabad,46,Female,376.8,31.5,0.0,4.0,Net Banking,No
CUST102294,2025-11-25,2024-10-01,13.0,One year,  broadband  ,South,Hyderabad,74,Female,893.77,102.5,2.0,5.0,Cash,No
CUST101898,2025-12-19,29/03/2024,21.0,Month-to-month,Mobile,East,bhubaneswar,26,Female,,62.4,2.0,1.0,Cash,Yes
CUST102342,2025-10-13,21/04/2024,18.0,Month-to-month,Broadband,South,  Hyderabad  ,47,Male,815.93,114.6,2.0,4.0,UPI,No
CUST100541,2025-11-21,2024-09-27,14.0,Two year,Mobile,South,Bengaluru,45,Female,279.2,20.9,1.0,5.0,Cash,No
CUST100292,2025-08-24,2025-05-26,3.0,Two year,Broadband,South,Kochi,54,Female,836.03,346.5,0.0,5.0,Cash,No
CUST100007,2025-12-20,28/06/2024,18.0,Two year,Mobile,North,Chandigarh,36,Female,491.15,32.2,0.0,,Net Banking,No
CUST102078,2025-08-28,2025-05-30,3.0,Month-to-month,Broadband,West,  Surat  ,49,Male,657.73,145.5,0.0,4.0,Cash,No
CUST101713,2025-11-26,2024-11-01,12.0,Two year,Bundled,North,delhi,43,Female,1141.52,24.8,0.0,5.0,Credit Card,No
CUST101026,2025-12-07,17/01/2024,23.0,Two year,Mobile,West,mumbai,62,Female,402.62,13.6,0.0,5.0,UPI,No
CUST100456,2025-11-13,2024-12-18,11.0,Two year,MOBILE,North,Chandigarh,48,Female,281.68,23.4,1.0,4.0,Credit Card,No
CUST102396,2025-11-12,2025-03-17,8.0,One year,Mobile,South,Hyderabad,43,Male,379.12,41.7,0.0,5.0,Credit Card,No
CUST100704,2025-11-23,2025-04-27,7.0,One year,Mobile,East,Patna,37,Female,,33.1,0.0,5.0,Net Banking,No
CUST101803,2025-08-25,2024-07-01,13.0,Two year,  broadband  ,North,delhi,33,Female,987.74,108.6,1.0,4.0,Cash,No
CUST100165,2025-12-11,2024-07-19,17.0,Month-to-month,Broadband,South,Chennai,42,Male,762.19,200.8,2.0,2.0,Credit Card,Yes
CUST101943,2025-12-04,2024-12-09,12.0,Two year,Mobile,West,Mumbai,50,Female,457.97,36.8,1.0,4.0,Cash,No
CUST101120,2025-10-24,2024-07-01,15.0,Month-to-month,Broadband,West,Pune,32,Male,764.86,129.4,0.0,5.0,Net Banking,No
CUST102835,2025-07-09,2025-04-10,,Month-to-month,Bundled,East,guwahati,23,Male,1215.21,17.3,0.0,5.0,Net Banking,No
CUST102481,2025-10-21,2024-11-25,11.0,Month-to-month,  bundled  ,North,Jaipur,26,Female,1192.05,40.0,0.0,4.0,UPI,No
CUST100378,2025-10-03,2024-11-07,11.0,Month-to-month,Bundled,West,Pune,33,Male,1191.06,24.6,1.0,4.0,Credit Card,No
CUST100317,2025-09-04,2025-03-08,6.0,One year,Mobile,North,Lucknow,37,Male,402.31,52.2,0.0,5.0,Cash,No
CUST101932,2025-11-06,15/05/2024,,Month-to-month,  broadband  ,North,Lucknow,37,Male,906.94,100.7,0.0,,Net Banking,No
CUST100247,2025-10-15,2024-09-20,13.0,Month-to-month,Mobile,North,chandigarh,25,Male,335.93,24.0,1.0,4.0,Credit Card,No
CUST100245,2025-10-25,04/01/2024,21.0,Month-to-month,Mobile,South,Bengaluru,54,Male,351.58,42.2,0.0,5.0,Net Banking,No
CUST102982,2025-11-12,2025-08-14,3.0,Two year,  broadband  ,West,Ahmedabad,39,Male,849.63,189.8,2.0,3.0,Cash,No
CUST101713,2025-10-27,2024-11-01,11.0,Two year,Bundled,North,delhi,43,Female,1196.47,26.3,1.0,3.0,Credit Card,No
CUST102087,2025-10-06,2025-03-10,7.0,One year,Broadband,East,Guwahati,37,Female,821.41,148.4,1.0,5.0,UPI,No
CUST100507,2025-09-01,2024-11-05,10.0,Month-to-month,BROADBAND,North,Delhi,21,Female,799.25,171.0,1.0,4.0,Credit Card,No
CUST102947,2025-12-13,2024-08-20,16.0,One year,Broadband,West,Surat,46,Female,786.73,98.2,1.0,4.0,UPI,No
CUST101946,2025-11-03,2024-09-09,14.0,One year,Broadband,South,Chennai,51,Male,747.8,53.7,1.0,3.0,UPI,No
CUST100217,2025-11-25,03/06/2024,17.0,Month-to-month,Bundled,North,Delhi,61,Male,1276.16,26.2,0.0,5.0,Credit Card,No
CUST102320,2025-08-30,2024-10-04,10.0,One year,MOBILE,South,Hyderabad,52,Male,365.73,20.5,1.0,4.0,Credit Card,No
CUST102120,2025-07-27,2025-02-27,5.0,Month-to-month,Mobile,East,  Bhubaneswar  ,41,Male,359.39,57.8,2.0,4.0,Cash,No
CUST100236,2025-09-28,2024-11-02,10.0,Month-to-month,Mobile,North,Lucknow,33,Male,401.26,35.6,0.0,5.0,Cash,No
CUST101261,2025-09-21,2024-12-25,9.0,Two year,BUNDLED,West,Surat,28,Female,1252.07,21.5,0.0,4.0,Credit Card,No
CUST100722,2025-12-05,15/03/2024,21.0,One year,BROADBAND,East,Guwahati,39,Male,900.27,135.2,0.0,4.0,UPI,No
CUST101150,2025-08-19,2025-04-21,,Month-to-month,  broadband  ,North,Delhi,19,Female,782.7,123.1,3.0,3.0,Cash,No
CUST102940,2025-10-26,04/05/2024,17.0,Month-to-month,Mobile,East,Patna,34,Female,439.92,7.0,1.0,5.0,Credit Card,No
CUST102482,2025-10-23,01/02/2024,20.0,Month-to-month,Mobile,East,bhubaneswar,29,Female,401.43,12.0,0.0,5.0,Net Banking,No
CUST101079,2025-11-01,2024-10-07,13.0,Month-to-month,Broadband,West,Surat,18,Male,22572.66051013893,140.6,1.0,5.0,Credit Card,No
CUST101432,2025-09-28,2025-08-29,1.0,One year,Broadband,East,Patna,23,Male,703.44,96.7,0.0,,UPI,No
CUST100467,2025-12-19,2025-09-20,3.0,Month-to-month,Mobile,North,  Jaipur  ,32,Female,412.27,19.2,1.0,3.0,UPI,No
CUST100546,2025-10-01,09/02/2024,20.0,One year,Broadband,West,Ahmedabad,24,Female,892.93,155.7,0.0,5.0,Cash,No
CUST100756,2025-11-22,2025-08-24,3.0,,  bundled  ,North,Delhi,36,Male,1214.65,37.4,0.0,4.0,Net Banking,No
CUST100231,2025-09-13,20/06/2024,15.0,Month-to-month,Bundled,South,Bengaluru,55,Male,1179.69,34.7,1.0,5.0,UPI,No
CUST101343,2025-09-03,10/06/2024,-15.0,Month-to-month,  broadband  ,West,Pune,35,Female,812.52,118.8,0.0,5.0,Net Banking,No
CUST101536,2025-11-29,2025-02-02,9.0,Two year,  mobile  ,North,Chandigarh,38,Female,396.18,38.3,1.0,3.0,Credit Card,No
CUST102569,2025-11-14,2024-09-20,14.0,Month-to-month,Broadband,East,Kolkata,53,Female,766.22,166.3,2.0,4.0,UPI,No
CUST102918,2025-12-25,2025-11-25,1.0,Month-to-month,Bundled,West,Ahmedabad,44,Female,1214.91,38.1,1.0,3.0,Cash,No
CUST101914,2025-10-04,12/02/2024,20.0,One year,Bundled,South,Bengaluru,49,Male,1111.41,20.5,0.0,5.0,Cash,No
CUST102119,2025-08-19,2025-06-20,2.0,One year,Broadband,North,Chandigarh,39,Male,791.19,130.2,0.0,4.0,Net Banking,No
CUST100468,2025-08-11,17/06/2024,14.0,Month-to-month,Broadband,North,Chandigarh,18,Male,777.77,94.2,2.0,4.0,Credit Card,No
CUST101587,2025-07-29,05/02/2024,17.0,One year,MOBILE,South,Chennai,29,Female,359.89,12.0,0.0,4.0,Net Banking,No
CUST101210,2025-09-20,2025-08-21,1.0,One year,Bundled,North,jaipur,200,Female,1145.05,40.8,2.0,4.0,Cash,No
CUST102406,2025-12-08,2025-10-09,2.0,Two year,Mobile,East,Bhubaneswar,39,Male,322.12,28.2,1.0,4.0,Cash,No
CUST100603,2025-10-12,2025-09-12,1.0,,Broadband,East,Bhubaneswar,42,Female,817.26,158.1,2.0,4.0,Cash,No
CUST100475,2025-12-10,2024-12-15,12.0,One year,  bundled  ,South,  Chennai  ,46,Male,1156.68,39.0,0.0,5.0,Credit Card,No
CUST101926,2025-09-03,2024-10-08,11.0,Month-to-month,Bundled,North,Lucknow,39,Male,1362.56,31.7,0.0,5.0,Credit Card,No
CUST102814,2025-12-02,2025-04-06,8.0,Two year,Mobile,South,Bengaluru,29,Female,410.0,24.9,0.0,,Credit Card,No
CUST102944,2025-12-07,2025-10-08,2.0,Two year,Broadband,East,  Guwahati  ,45,Female,810.21,209.4,0.0,5.0,Cash,Yes
CUST100995,2025-10-09,17/04/2024,18.0,Month-to-month,BROADBAND,North,Jaipur,43,Female,778.28,121.0,4.0,4.0,Net Banking,No
CUST100640,2025-09-02,11/03/2024,18.0,Two year,Mobile,West,surat,33,Female,505.15,16.5,0.0,5.0,UPI,No
CUST100096,2025-12-21,2024-11-26,13.0,Month-to-month,Mobile,East,bhubaneswar,37,Male,340.84,17.0,1.0,4.0,Net Banking,No
CUST100439,2025-07-22,27/06/2024,13.0,Month-to-month,Mobile,North,Lucknow,140,Male,,35.7,0.0,5.0,Net Banking,No
CUST102401,2025-10-18,2025-04-21,6.0,One year,Bundled,North,Chandigarh,18,Female,1202.28,15.4,0.0,,Credit Card,No
CUST101857,2025-09-11,19/02/2024,19.0,Two year,Bundled,West,Mumbai,18,Male,1096.15,24.6,0.0,5.0,Cash,No
CUST100029,2025-07-24,2024-12-26,7.0,One year,Broadband,South,hyderabad,34,Female,764.33,157.3,0.0,5.0,Net Banking,No
CUST100576,2025-08-29,2024-09-03,11.0,Two year,  mobile  ,South,Kochi,52,Male,482.35,24.3,,5.0,Credit Card,No
CUST102238,2025-10-02,2025-05-05,5.0,Month-to-month,Bundled,North,Jaipur,31,Male,1196.59,29.4,0.0,5.0,Cash,No
CUST100361,2025-12-18,27/05/2024,19.0,Month-to-month,MOBILE,South,Kochi,41,Female,437.69,25.5,1.0,4.0,Net Banking,No
CUST102263,2025-10-22,2024-07-29,15.0,Two year,Mobile,North,Chandigarh,37,Male,424.96,40.1,2.0,4.0,Cash,No
CUST102701,2025-11-11,2025-05-15,,Month-to-month,Broadband,East,Bhubaneswar,54,Male,827.46,157.8,0.0,4.0,Net Banking,No
CUST102884,2025-09-28,2024-09-03,12.0,Month-to-month,Broadband,East,Kolkata,31,Female,809.04,150.2,1.0,4.0,Credit Card,No
CUST102025,2025-09-21,29/02/2024,19.0,One year,Bundled,North,Delhi,42,Female,1271.41,9.8,0.0,4.0,Credit Card,No
CUST100149,2025-12-08,17/02/2024,22.0,Month-to-month,Bundled,North,Chandigarh,40,Male,1185.47,34.2,2.0,4.0,UPI,Yes
CUST100649,2025-08-27,2024-08-02,12.0,Two year,Bundled,North,  Chandigarh  ,56,Female,1182.23,13.8,1.0,4.0,Cash,No
CUST101694,2025-12-11,2025-05-15,7.0,Month-to-month,Broadband,East,Kolkata,45,Female,695.23,277.7,0.0,5.0,Cash,No
CUST102820,2025-12-03,2025-01-07,11.0,Month-to-month,  broadband  ,North,Jaipur,42,Male,841.46,98.9,0.0,5.0,Net Banking,No
CUST100844,2025-09-02,2024-09-07,12.0,Two year,Mobile,South,Bengaluru,18,Female,393.68,40.4,,4.0,UPI,No
CUST101707,2025-12-04,13/02/2024,22.0,Month-to-month,  broadband  ,South,  Chennai  ,45,Female,812.7,47.8,0.0,3.0,Cash,No
CUST102468,2025-11-08,2025-07-11,4.0,One year,Mobile,West,surat,28,Female,343.45,46.6,0.0,,UPI,No
CUST101101,2025-09-24,01/06/2024,15.0,One year,Bundled,West,Surat,31,Female,1128.47,41.1,2.0,,UPI,No
CUST102759,2025-11-10,2025-03-15,8.0,Two year,Broadband,North,lucknow,44,Female,742.94,92.1,1.0,5.0,Net Banking,No
CUST100006,2025-12-25,2024-12-30,-12.0,Month-to-month,Broadband,South,Kochi,28,Female,727.9,91.6,0.0,4.0,UPI,No
CUST101878,2025-11-20,2025-03-25,8.0,Month-to-month,Bundled,West,Ahmedabad,24,Male,1254.61,51.7,0.0,5.0,Cash,No
CUST100225,2025-10-11,2024-07-18,15.0,One year,BROADBAND,West,Mumbai,27,Female,734.23,209.2,3.0,5.0,UPI,No
CUST101453,2025-10-15,2025-05-18,5.0,Month-to-month,Mobile,East,patna,68,Male,512.56,33.0,0.0,5.0,Net Banking,No
CUST100783,2025-11-14,2025-07-17,4.0,Month-to-month,Bundled,North,jaipur,24,Female,1182.99,15.0,,5.0,Cash,No
CUST102550,2025-12-21,30/05/2024,19.0,Two year,Mobile,North,Lucknow,49,Female,327.01,17.0,0.0,4.0,UPI,No
CUST102975,2025-08-15,2024-09-19,11.0,Month-to-month,  mobile  ,South,  Kochi  ,39,Male,370.35,12.0,0.0,5.0,UPI,No
CUST100134,2025-12-09,2024-08-16,16.0,Two year,MOBILE,South,Chennai,18,Male,556.59,55.3,2.0,5.0,Credit Card,No
CUST100399,2025-09-11,19/05/2024,16.0,Month-to-month,Broadband,West,Ahmedabad,59,Male,839.39,146.7,0.0,5.0,Credit Card,No
CUST101975,2025-10-19,2025-08-20,2.0,Two year,Broadband,East,Kolkata,50,Male,706.14,204.2,0.0,4.0,Cash,No
CUST102785,2025-11-28,2025-08-30,3.0,Two year,Bundled,West,Ahmedabad,22,Female,1308.32,29.4,1.0,4.0,UPI,No
CUST100182,2025-10-13,21/05/2024,17.0,Month-to-month,MOBILE,North,chandigarh,37,Female,226.82,22.5,4.0,2.0,Net Banking,No
CUST102270,2025-09-19,2024-07-26,14.0,Two year,Mobile,North,Delhi,18,Female,431.52,30.6,1.0,5.0,UPI,No
CUST102786,2025-12-24,2025-11-24,1.0,Month-to-month,Broadband,North,Jaipur,44,Male,742.6,172.3,1.0,2.0,Net Banking,Yes
CUST102623,2025-08-20,2024-10-24,10.0,Month-to-month,Broadband,West,surat,38,Female,769.86,138.8,0.0,3.0,Net Banking,No
CUST101336,2025-10-18,26/04/2024,18.0,Two year,BUNDLED,West,pune,56,Male,1219.2,20.7,2.0,5.0,Credit Card,No
CUST101730,2025-12-06,2025-11-06,1.0,One year,Bundled,North,Lucknow,29,Female,1150.76,39.0,2.0,4.0,UPI,No
CUST102643,2025-09-30,08/04/2024,17.0,Month-to-month,Broadband,North,Jaipur,37,Male,760.01,63.5,1.0,3.0,Cash,No
CUST100458,2025-11-23,01/06/2024,17.0,Two year,Broadband,West,Pune,38,Female,808.89,358.5,1.0,4.0,Credit Card,No
CUST102051,2025-10-30,2024-12-04,10.0,Month-to-month,Broadband,North,Lucknow,53,Male,838.24,131.1,2.0,4.0,Credit Card,No
CUST100568,2025-11-11,2025-09-12,2.0,Month-to-month,Broadband,West,Pune,38,Male,747.31,131.6,1.0,5.0,Cash,No
CUST101428,2025-10-02,2024-12-06,10.0,One year,  bundled  ,South,  Hyderabad  ,22,Female,1169.25,33.7,0.0,5.0,Credit Card,No
CUST101580,2025-10-31,2025-07-03,3.0,One year,  broadband  ,North,Lucknow,30,Male,885.49,186.5,1.0,4.0,Credit Card,No
